Index,Label,StartChar,EndChar
77074,CARDINAL,13,19
77075,ORG,9,12
77075,CARDINAL,27,29
77076,ORG,10,14
77077,CARDINAL,9,15
77078,CARDINAL,18,24
77079,ORG,42,50
77080,ORG,8,16
77080,PERSON,40,44
77080,CARDINAL,45,51
77081,CARDINAL,39,41
77082,CARDINAL,6,9
77082,EVENT,37,59
77083,EVENT,21,43
77084,EVENT,19,41
77086,DATE,3,7
77086,DATE,35,38
77088,DATE,29,47
77089,CARDINAL,25,27
77091,CARDINAL,8,10
77091,QUANTITY,18,25
77092,ORG,21,23
77093,CARDINAL,9,12
77094,DATE,30,50
77096,CARDINAL,5,10
77096,DATE,53,67
77097,CARDINAL,16,19
77100,GPE,30,32
77101,DATE,48,51
77102,PERSON,19,36
77103,CARDINAL,36,39
77104,CARDINAL,34,36
77105,DATE,66,75
77107,DATE,17,21
77108,DATE,12,17
77108,PERSON,31,35
77110,PERSON,9,22
77111,ORG,9,12
77111,ORDINAL,24,29
77112,CARDINAL,24,29
77114,DATE,50,59
77116,DATE,59,63
77119,ORG,28,32
77120,ORG,34,38
77122,ORG,36,40
77123,ORG,16,20
77124,PERSON,22,36
77125,QUANTITY,38,42
77126,CARDINAL,18,19
77127,CARDINAL,45,46
77128,DATE,3,13
77128,ORG,18,25
77128,CARDINAL,32,33
77130,PERSON,18,28
77134,PERSON,8,22
77135,PERSON,8,22
77136,ORG,9,34
77139,ORG,42,45
77140,ORG,10,13
77141,ORG,20,23
77142,ORG,26,29
77143,ORG,9,12
77144,GPE,20,25
77149,PERSON,7,12
77150,ORG,10,15
77151,ORG,27,32
77153,ORG,5,10
77154,CARDINAL,39,52
77155,PERSON,18,21
77157,TIME,42,58
77159,CARDINAL,16,18
77159,DATE,34,49
77160,ORG,0,6
77160,PERSON,11,18
77161,DATE,27,34
77162,DATE,21,24
77162,ORDINAL,43,48
77163,ORG,9,12
77163,CARDINAL,25,27
77187,CARDINAL,12,15
77188,CARDINAL,30,33
77189,CARDINAL,23,26
77189,CARDINAL,35,40
77193,PERSON,21,29
77194,PERSON,3,20
77209,CARDINAL,19,27
77225,PERSON,9,20
77227,DATE,56,65
77229,LOC,34,40
77231,CARDINAL,49,52
77235,DATE,33,37
77240,CARDINAL,9,12
77241,ORG,12,15
77243,ORG,12,27
77243,ORG,48,51
77248,ORG,35,39
77258,DATE,51,60
77259,PERSON,32,37
77261,CARDINAL,8,11
77266,CARDINAL,9,12
77268,ORDINAL,20,25
77273,ORG,33,40
77275,ORG,9,36
77276,CARDINAL,5,8
77276,ORG,46,73
77277,ORG,24,39
77278,ORG,23,50
77279,ORG,9,36
77282,PERSON,49,54
77286,ORG,35,51
77286,DATE,62,71
77287,CARDINAL,24,27
77287,DATE,49,58
77293,DATE,31,40
77299,ORDINAL,17,22
77301,DATE,10,15
77312,CARDINAL,8,11
77327,DATE,61,65
77329,DATE,34,38
77330,CARDINAL,9,15
77330,DATE,33,37
77331,DATE,0,13
77332,ORG,0,12
77332,ORG,55,75
77333,DATE,9,28
77333,GPE,55,60
77333,GPE,61,68
77333,ORG,87,107
77334,ORG,18,21
77334,ORG,26,38
77335,ORG,8,29
77335,GPE,40,46
77336,NORP,12,19
77336,ORG,31,52
77337,ORG,0,12
77337,ORG,55,58
77338,DATE,9,28
77338,ORG,55,58
77338,ORG,67,99
77339,ORG,8,29
77339,LOC,40,46
77342,PERSON,13,23
77342,GPE,32,37
77342,PERSON,46,51
77343,DATE,3,12
77343,PERSON,17,27
77343,ORG,32,51
77344,PERSON,8,18
77344,ORG,24,43
77345,PERSON,8,18
77345,ORG,23,42
77346,ORG,31,37
77346,ORG,62,65
77347,PERSON,13,23
77347,ORG,32,34
77348,DATE,3,12
77348,PERSON,17,27
77348,ORG,32,34
77349,PERSON,8,18
77349,ORG,24,26
77350,PERSON,8,18
77350,ORG,23,25
77351,ORG,31,40
77351,ORG,65,68
77352,ORG,20,42
77352,ORG,85,88
77353,ORG,29,35
77354,ORG,8,14
77354,ORG,45,57
77354,DATE,69,80
77355,ORG,4,10
77355,ORG,33,36
77356,ORG,20,42
77356,ORG,85,91
77357,ORG,29,41
77358,ORG,8,20
77358,ORG,51,63
77358,DATE,75,86
77359,ORG,4,10
77359,ORG,33,36
77360,ORG,53,56
77361,ORG,35,38
77362,ORG,5,8
77362,ORG,29,32
77363,ORG,24,47
77364,DATE,3,12
77364,ORG,17,20
77365,ORG,35,38
77366,ORG,5,8
77366,ORG,25,28
77367,ORG,24,27
77368,DATE,3,12
77368,ORG,17,20
77369,ORG,42,45
77370,ORG,22,49
77370,DATE,59,63
77371,ORG,11,48
77371,ORG,83,95
77372,ORG,9,12
77372,ORG,18,35
77372,ORG,50,58
77373,ORG,22,49
77373,DATE,59,63
77374,ORG,11,48
77374,ORG,83,94
77375,ORG,9,12
77375,ORG,18,35
77375,ORG,50,71
77376,ORG,9,26
77376,ORG,38,49
77377,ORG,12,38
77377,ORG,43,60
77378,DATE,3,12
77378,ORG,17,20
77378,ORG,27,63
77379,ORG,13,49
77380,ORG,27,63
77381,DATE,3,12
77381,ORG,17,29
77383,DATE,3,12
77383,ORG,17,20
77383,ORG,25,61
77384,ORG,17,20
77385,ORG,31,34
77386,DATE,3,12
77386,ORG,17,20
77387,ORG,18,31
77388,DATE,3,12
77388,ORG,17,20
77390,LAW,23,48
77391,PERSON,19,26
77391,ORG,29,44
77391,ORDINAL,60,65
77391,LAW,66,91
77392,PERSON,9,16
77392,ORG,19,34
77393,DATE,3,12
77393,ORG,17,20
77395,ORG,23,26
77396,PERSON,19,26
77396,ORG,29,44
77396,ORDINAL,60,65
77398,ORG,10,20
77399,ORG,26,29
77399,ORG,49,52
77400,ORG,11,29
77400,PERSON,54,76
77400,ORG,109,112
77401,CARDINAL,12,14
77401,CARDINAL,17,19
77401,TIME,25,41
77402,ORG,10,13
77403,ORG,26,29
77403,ORG,49,65
77404,TIME,31,46
77404,ORG,58,76
77404,PERSON,101,111
77405,CARDINAL,12,14
77405,CARDINAL,17,19
77405,TIME,26,42
77405,PERSON,62,70
77407,DATE,3,12
77407,ORG,17,58
77408,DATE,3,12
77408,ORG,17,51
77409,ORG,36,39
77410,DATE,3,12
77410,ORG,17,20
77411,DATE,3,12
77411,ORG,21,24
77412,ORG,36,77
77415,ORG,26,32
77415,DATE,42,48
77415,ORG,52,55
77416,ORG,10,13
77417,ORG,55,58
77418,PERSON,11,21
77418,ORG,84,87
77419,ORG,26,32
77419,DATE,42,48
77421,PERSON,55,61
77422,PERSON,11,21
77422,ORG,84,89
77423,PERSON,27,32
77423,PERSON,45,50
77424,ORG,9,44
77425,ORG,20,37
77426,ORG,34,37
77427,ORG,9,44
77428,ORG,20,31
77429,LOC,34,39
77430,DATE,11,26
77431,CARDINAL,14,23
77432,DATE,25,33
77432,ORG,34,43
77433,ORG,9,18
77434,ORG,36,45
77434,CARDINAL,48,57
77435,ORG,9,28
77436,ORG,35,54
77437,DATE,25,29
77437,ORG,30,39
77438,ORG,36,45
77438,DATE,48,52
77439,ORG,9,24
77440,ORG,35,50
77441,ORG,8,14
77443,ORG,22,25
77443,DATE,29,38
77444,PERSON,8,22
77445,PERSON,8,22
77445,ORG,48,51
77445,DATE,56,70
77446,WORK_OF_ART,13,33
77447,ORG,22,29
77447,DATE,33,42
77448,ORG,8,15
77449,PERSON,8,23
77449,ORG,49,56
77449,DATE,61,75
77450,WORK_OF_ART,13,33
77451,PERSON,9,23
77452,DATE,3,23
77453,ORG,10,31
77454,DATE,12,17
77454,ORG,31,51
77454,ORG,60,63
77455,DATE,3,12
77455,PERSON,17,26
77456,DATE,3,23
77456,DATE,40,44
77457,ORG,10,30
77458,DATE,12,17
77458,PERSON,31,54
77458,PERSON,63,69
77459,DATE,3,12
77459,PERSON,17,26
77460,WORK_OF_ART,16,33
77461,DATE,10,17
77461,PERSON,21,26
77463,DATE,6,10
77463,ORG,23,37
77463,PERSON,49,63
77464,DATE,3,11
77464,ORG,17,31
77464,ORDINAL,41,46
77464,DATE,54,63
77465,DATE,3,11
77466,DATE,10,17
77466,PERSON,21,26
77467,WORK_OF_ART,10,40
77468,DATE,6,10
77468,DATE,23,30
77468,PERSON,34,39
77468,PERSON,51,66
77469,DATE,3,11
77469,DATE,17,24
77469,PERSON,28,33
77469,ORDINAL,43,48
77469,DATE,56,65
77470,DATE,3,11
77470,DATE,27,34
77473,ORG,9,24
77473,ORDINAL,25,30
77474,DATE,3,11
77475,ORDINAL,12,17
77475,ORG,26,41
77478,ORDINAL,21,26
77479,DATE,3,11
77480,ORDINAL,12,17
77481,DATE,3,13
77482,WORK_OF_ART,11,23
77482,ORG,31,37
77483,PERSON,19,28
77484,DATE,3,12
77484,WORK_OF_ART,17,29
77484,ORG,37,43
77485,DATE,3,13
77485,EVENT,19,35
77486,PERSON,11,17
77486,PRODUCT,28,33
77487,PERSON,19,24
77488,DATE,3,12
77488,PERSON,17,23
77488,ORDINAL,40,45
77489,TIME,34,45
77490,WORK_OF_ART,21,33
77490,ORG,41,47
77491,PERSON,11,26
77491,GPE,57,71
77492,DATE,26,47
77493,GPE,18,32
77493,DATE,36,40
77494,GPE,17,31
77494,PERSON,40,52
77494,ORG,60,66
77495,FAC,21,33
77495,PRODUCT,41,47
77496,PERSON,15,30
77496,FAC,56,68
77497,FAC,11,23
77497,DATE,24,45
77498,LOC,18,30
77498,DATE,34,38
77499,DATE,3,12
77499,LOC,17,29
77499,WORK_OF_ART,39,51
77499,ORG,59,65
77500,WORK_OF_ART,17,29
77501,ORG,27,43
77502,DATE,25,29
77503,ORG,17,36
77503,ORDINAL,37,42
77504,LOC,22,34
77505,ORG,17,32
77507,DATE,25,29
77508,ORG,17,37
77508,ORDINAL,38,43
77509,ORG,22,42
77510,DATE,8,13
77510,ORG,27,40
77513,PERSON,17,32
77514,DATE,68,72
77515,DATE,8,13
77515,ORG,27,34
77516,PERSON,46,61
77517,WORK_OF_ART,51,66
77518,DATE,3,12
77518,PERSON,17,28
77519,WORK_OF_ART,43,58
77519,DATE,70,74
77522,ORG,27,47
77523,ORG,28,31
77525,ORG,29,49
77526,ORG,25,28
77528,DATE,5,10
77528,PRODUCT,44,60
77529,ORG,8,11
77529,ORG,25,41
77530,ORG,55,67
77532,ORG,12,24
77533,DATE,5,10
77534,ORG,8,11
77536,ORG,15,27
77538,NORP,5,13
77538,ORDINAL,29,34
77538,PRODUCT,50,64
77539,DATE,3,12
77539,PRODUCT,24,38
77539,NORP,49,57
77540,ORG,17,29
77540,ORG,47,50
77541,ORG,24,27
77541,GPE,60,62
77542,DATE,8,13
77542,ORG,27,39
77542,ORG,44,47
77543,NORP,5,15
77543,ORDINAL,31,36
77543,PRODUCT,52,66
77544,DATE,3,12
77544,PRODUCT,24,38
77544,NORP,49,59
77545,DATE,3,12
77545,GPE,17,26
77545,ORG,44,47
77546,ORG,24,27
77546,GPE,56,68
77547,DATE,8,13
77547,GPE,27,33
77547,ORG,38,41
77548,NORP,23,28
77549,NORP,25,30
77550,NORP,38,43
77552,NORP,26,32
77552,PERSON,65,70
77555,ORG,37,43
77556,GPE,10,17
77560,NORP,42,47
77561,NORP,46,52
77563,CARDINAL,13,16
77566,CARDINAL,6,9
77567,NORP,38,43
77568,NORP,15,20
77569,NORP,5,10
77570,NORP,6,11
77571,NORP,5,10
77572,NORP,25,30
77575,LOC,9,16
77577,NORP,16,21
77578,NORP,31,36
77580,NORP,5,10
77584,NORP,10,17
77587,NORP,6,11
77589,PERSON,12,19
77591,GPE,25,31
77591,GPE,36,44
77595,GPE,16,22
77596,PERSON,10,17
77597,GPE,18,22
77597,NORP,32,37
77601,PERSON,44,51
77602,GPE,18,24
77605,PERSON,14,21
77606,PERSON,10,17
77607,NORP,27,33
77608,NORP,18,23
77609,PERSON,57,64
77610,CARDINAL,16,19
77611,PERSON,24,31
77614,PERSON,15,22
77615,ORG,6,13
77615,PERSON,19,23
77616,PERSON,10,14
77617,PERSON,34,41
77618,PERSON,23,28
77623,ORG,21,25
77623,PERSON,30,45
77625,PERSON,8,16
77628,NORP,38,43
77629,PERSON,27,36
77629,CARDINAL,52,55
77630,PERSON,25,34
77631,PERSON,13,22
77633,PERSON,10,19
77635,PERSON,10,19
77636,PERSON,28,37
77637,PERSON,13,22
77638,PERSON,27,36
77639,PERSON,13,22
77640,PERSON,13,22
77641,PERSON,23,32
77643,PERSON,10,19
77647,PERSON,37,46
77648,GPE,10,15
77650,NORP,18,23
77651,GPE,56,61
77652,GPE,15,20
77653,GPE,8,13
77654,PERSON,26,35
77655,GPE,28,33
77657,GPE,23,30
77658,GPE,23,33
77658,GPE,47,54
77659,GPE,32,42
77660,GPE,38,48
77661,GPE,38,48
77663,ORG,15,34
77664,CARDINAL,25,29
77665,GPE,10,17
77666,GPE,9,16
77667,GPE,44,51
77668,GPE,12,19
77670,GPE,12,19
77671,GPE,49,56
77672,GPE,27,34
77675,GPE,28,35
77675,GPE,55,65
77676,NORP,9,19
77677,GPE,18,25
77678,GPE,13,20
77680,PERSON,18,23
77680,GPE,32,39
77681,PERSON,21,26
77681,GPE,35,43
77682,GPE,15,22
77683,NORP,9,19
77683,GPE,24,33
77684,NORP,9,19
77686,PERSON,18,23
77686,GPE,37,44
77686,GPE,53,60
77687,GPE,24,31
77688,GPE,21,28
77689,NORP,50,55
77692,NORP,28,33
77693,GPE,21,28
77694,GPE,13,20
77695,GPE,57,64
77697,GPE,13,20
77697,NORP,41,46
77698,PERSON,19,24
77698,GPE,33,40
77699,GPE,16,23
77700,GPE,62,69
77701,GPE,48,55
77703,PERSON,0,11
77703,GPE,16,23
77704,PERSON,10,15
77706,PERSON,38,45
77708,CARDINAL,11,14
77710,PERSON,20,27
77711,PERSON,8,17
77712,NORP,38,46
77713,GPE,25,32
77714,GPE,45,52
77715,GPE,37,44
77717,PERSON,11,28
77720,PERSON,24,31
77721,PERSON,8,29
77721,PERSON,50,57
77724,PERSON,48,61
77726,PERSON,34,47
77727,PERSON,15,23
77727,PERSON,59,66
77728,PERSON,12,25
77729,PERSON,9,22
77730,ORG,9,24
77730,PERSON,29,38
77732,PERSON,8,17
77732,PERSON,51,58
77733,PERSON,13,27
77734,PERSON,22,36
77735,PERSON,48,55
77736,PERSON,16,22
77737,ORG,12,18
77737,ORG,38,55
77738,CARDINAL,28,31
77740,ORG,40,46
77741,PERSON,8,14
77742,PERSON,19,34
77742,ORG,40,46
77743,PERSON,32,44
77744,DATE,3,15
77745,PERSON,46,58
77746,PERSON,40,52
77747,PERSON,48,60
77748,CARDINAL,6,9
77749,PERSON,7,12
77750,ORG,24,32
77751,PERSON,24,36
77752,PERSON,14,21
77753,NORP,16,24
77754,NORP,21,29
77755,NORP,34,42
77756,NORP,26,34
77756,GPE,39,49
77757,ORG,8,28
77757,PERSON,42,52
77758,NORP,29,37
77759,NORP,9,17
77759,ORDINAL,18,23
77760,NORP,12,20
77761,NORP,29,37
77762,LOC,10,36
77763,NORP,29,37
77764,PERSON,18,26
77765,NORP,9,17
77766,GPE,34,43
77767,PERSON,15,24
77767,LOC,49,58
77768,ORG,27,33
77769,PERSON,12,29
77770,GPE,19,29
77772,GPE,8,18
77773,CARDINAL,34,37
77774,LOC,24,33
77777,LOC,8,17
77783,PERSON,34,49
77783,PERSON,54,69
77785,ORG,13,29
77787,NORP,13,29
77789,ORG,24,29
77790,NORP,54,70
77791,PERSON,0,7
77792,PERSON,21,28
77793,CARDINAL,13,16
77793,GPE,52,69
77794,CARDINAL,25,28
77797,GPE,9,14
77797,ORDINAL,44,49
77798,GPE,51,56
77799,GPE,27,32
77801,CARDINAL,8,11
77801,GPE,18,25
77801,GPE,30,35
77802,ORDINAL,25,30
77803,DATE,41,75
77805,DATE,3,12
77806,ORDINAL,12,17
77806,DATE,28,32
77806,ORG,42,47
77807,NORP,21,27
77807,EVENT,48,71
77807,DATE,75,79
77808,DATE,3,12
77808,ORG,17,37
77809,EVENT,13,34
77810,NORP,26,36
77812,CARDINAL,9,12
77813,ORG,8,13
77814,NORP,8,13
77814,NORP,36,44
77815,PERSON,9,24
77816,PERSON,8,23
77819,NORP,35,43
77820,NORP,12,18
77821,NORP,12,18
77822,NORP,13,19
77823,NORP,22,28
77824,NORP,14,20
77825,PERSON,25,34
77826,PERSON,22,26
77827,PERSON,31,35
77828,PERSON,40,44
77828,PERSON,49,58
77829,PERSON,13,28
77829,DATE,39,43
77830,ORDINAL,12,17
77831,ORG,22,42
77832,ORG,52,72
77833,ORG,4,24
77835,PERSON,13,25
77836,PERSON,23,35
77837,PERSON,19,31
77840,GPE,15,23
77841,GPE,20,25
77842,DATE,3,12
77842,GPE,21,29
77843,ORG,20,49
77843,DATE,53,57
77843,NORP,74,86
77844,ORG,20,37
77845,ORG,30,53
77846,ORG,41,45
77847,GPE,14,24
77847,PERSON,32,50
77848,CARDINAL,14,17
77849,DATE,3,13
77849,ORG,38,63
77850,NORP,41,49
77851,NORP,28,38
77851,NORP,43,53
77852,PERSON,9,22
77852,ORG,45,65
77853,DATE,3,12
77853,ORG,17,37
77854,DATE,3,12
77854,ORG,17,48
77855,ORG,33,53
77856,PERSON,13,26
77856,ORG,41,61
77857,NORP,26,31
77857,DATE,51,60
77858,PERSON,9,32
77858,DATE,63,67
77859,ORG,4,33
77859,NORP,49,59
77860,ORDINAL,33,38
77861,DATE,52,56
77862,NORP,13,23
77863,NORP,13,20
77864,NORP,24,31
77864,DATE,43,47
77865,ORG,28,33
77866,DATE,18,23
77876,ORG,42,49
77878,PRODUCT,45,51
77879,PRODUCT,73,79
77880,ORG,29,36
77881,ORG,70,77
77882,ORG,11,41
77889,ORDINAL,12,17
77893,DATE,40,60
77894,DATE,55,75
77895,ORG,65,67
77896,ORG,17,33
77898,EVENT,23,39
77900,PERSON,26,43
77901,GPE,9,19
77904,PERSON,18,35
77905,GPE,40,47
77906,GPE,42,49
77907,ORG,14,35
77909,GPE,9,20
77909,GPE,25,30
77910,CARDINAL,12,15
77911,GPE,9,21
77911,CARDINAL,27,30
77912,GPE,58,63
77913,DATE,12,17
77913,GPE,22,33
77921,CARDINAL,30,33
77921,GPE,55,61
77922,DATE,52,56
77923,NORP,30,40
77923,DATE,60,64
77924,CARDINAL,10,13
77924,ORG,26,54
77924,GPE,58,63
77924,DATE,76,80
77926,ORG,13,38
77926,GPE,42,51
77927,GPE,29,46
77928,ORDINAL,14,19
77928,GPE,31,48
77932,DATE,3,12
77932,NORP,17,25
77932,NORP,30,40
77932,NORP,41,52
77933,PERSON,18,33
77933,DATE,58,62
77934,ORG,17,37
77935,PERSON,9,24
77935,DATE,38,42
77936,PERSON,25,40
77936,LOC,58,63
77937,GPE,13,15
77938,CARDINAL,13,16
77938,GPE,50,52
77939,ORG,42,48
77941,PERSON,27,43
77941,GPE,51,53
77942,PERSON,9,17
77942,GPE,38,40
77943,PERSON,19,35
77943,ORG,44,54
77944,PERSON,41,49
77945,NORP,19,32
77947,GPE,3,10
77948,GPE,20,27
77952,GPE,12,35
77955,CARDINAL,5,8
77955,EVENT,77,82
77967,GPE,27,36
77967,DATE,40,56
77967,DATE,69,73
77968,DATE,3,12
77969,GPE,31,33
77969,DATE,49,53
77970,NORP,37,47
77970,DATE,62,66
77971,DATE,3,12
77971,GPE,17,26
77972,GPE,3,21
77975,ORG,13,20
77977,DATE,27,31
77978,GPE,33,35
77979,PERSON,9,21
77982,CARDINAL,13,16
77987,CARDINAL,8,11
77991,CARDINAL,33,36
77991,ORG,57,92
77995,ORG,10,44
77996,ORG,18,52
77997,EVENT,21,40
77998,NORP,14,22
77999,NORP,13,21
78000,NORP,13,21
78006,NORP,40,48
78008,ORG,14,32
78008,GPE,36,42
78009,NORP,25,30
78009,NORP,31,41
78010,ORG,25,45
78014,DATE,3,12
78015,ORG,25,45
78015,DATE,53,57
78016,ORG,27,47
78017,DATE,74,78
78018,DATE,76,80
78019,DATE,68,72
78023,DATE,3,12
78023,ORG,17,36
78023,GPE,50,55
78024,ORG,10,29
78024,DATE,62,66
78025,ORG,24,43
78026,GPE,25,34
78026,DATE,38,63
78027,GPE,21,26
78027,DATE,30,34
78032,CARDINAL,29,32
78032,GPE,50,67
78033,NORP,5,11
78037,CARDINAL,13,16
78037,GPE,34,40
78038,NORP,33,40
78040,ORG,18,29
78042,CARDINAL,68,71
78044,PERSON,34,43
78046,DATE,24,28
78051,ORG,10,17
78051,NORP,37,44
78052,ORG,10,21
78053,DATE,60,75
78057,ORG,28,39
78058,ORG,53,60
78061,NORP,8,15
78063,NORP,50,56
78066,DATE,48,64
78067,PERSON,0,4
78068,ORG,12,18
78069,PERSON,8,19
78069,DATE,91,100
78071,LOC,25,31
78073,DATE,54,70
78074,PERSON,37,41
78075,GPE,31,41
78076,NORP,17,26
78076,LOC,36,42
78076,DATE,43,59
78077,PERSON,27,43
78078,PERSON,18,34
78079,PERSON,9,13
78080,PERSON,31,47
78080,EVENT,65,76
78081,NORP,9,16
78082,PERSON,0,19
78084,NORP,23,31
78084,DATE,48,52
78086,GPE,26,32
78086,DATE,40,44
78087,NORP,19,27
78088,PERSON,20,36
78088,DATE,40,56
78089,NORP,26,33
78091,ORG,9,27
78091,ORG,31,58
78093,ORG,5,11
78093,PERSON,21,31
78093,DATE,48,52
78096,DATE,3,17
78097,NORP,26,35
78102,DATE,26,37
78102,NORP,38,47
78103,PERSON,25,36
78105,NORP,39,49
78106,PERSON,39,51
78110,NORP,23,38
78111,ORDINAL,9,14
78111,DATE,50,54
78112,DATE,46,62
78114,NORP,17,26
78115,NORP,9,18
78116,PERSON,9,22
78117,ORG,9,23
78117,PERSON,39,51
78118,PERSON,25,36
78119,NORP,42,51
78120,NORP,39,49
78121,NORP,65,75
78122,NORP,26,36
78125,NORP,38,48
78126,NORP,9,19
78126,DATE,40,55
78127,DATE,33,38
78130,NORP,53,62
78131,NORP,9,19
78131,DATE,33,48
78132,ORG,8,22
78132,DATE,31,36
78133,DATE,3,11
78134,NORP,17,23
78134,PERSON,48,55
78135,NORP,60,66
78136,PRODUCT,34,42
78136,ORG,47,54
78137,PRODUCT,33,41
78137,GPE,46,53
78139,NORP,31,37
78140,PERSON,25,32
78141,NORP,53,59
78143,NORP,21,27
78144,GPE,21,30
78145,NORP,8,14
78145,PERSON,61,68
78147,PERSON,42,49
78149,GPE,9,14
78150,CARDINAL,12,15
78150,DATE,40,45
78151,NORP,47,53
78153,NORP,16,21
78154,CARDINAL,26,28
78154,ORG,29,32
78156,NORP,14,24
78158,NORP,13,18
78159,NORP,5,11
78159,DATE,38,43
78162,PERSON,9,26
78163,GPE,42,59
78164,PERSON,31,53
78167,GPE,42,44
78168,DATE,32,36
78171,DATE,33,37
78172,PERSON,20,42
78173,ORG,16,32
78174,ORG,8,24
78176,DATE,44,48
78177,NORP,22,30
78177,DATE,44,48
78178,ORDINAL,20,25
78178,NORP,50,54
78179,CARDINAL,12,15
78179,DATE,59,63
78180,DATE,21,23
78181,DATE,26,30
78182,DATE,50,52
78183,PERSON,24,29
78183,DATE,38,42
78184,DATE,32,36
78185,WORK_OF_ART,9,26
78185,DATE,39,43
78186,WORK_OF_ART,21,38
78186,DATE,58,62
78187,ORG,9,45
78188,DATE,3,7
78188,WORK_OF_ART,17,35
78189,DATE,28,37
78198,NORP,3,12
78200,CARDINAL,11,14
78202,FAC,72,84
78203,ORDINAL,49,54
78203,DATE,62,77
78204,PERSON,21,29
78205,FAC,45,55
78206,FAC,38,46
78207,FAC,41,49
78208,ORDINAL,25,30
78208,FAC,52,60
78209,CARDINAL,14,16
78209,FAC,33,41
78210,PERSON,9,19
78211,PERSON,9,19
78212,PERSON,5,25
78212,ORDINAL,26,31
78212,FAC,47,55
78213,WORK_OF_ART,30,50
78214,PERSON,30,51
78215,FAC,9,17
78215,PERSON,30,45
78216,GPE,17,25
78216,PERSON,47,62
78217,PERSON,0,15
78217,CARDINAL,55,58
78218,DATE,3,13
78218,PERSON,18,35
78218,ORG,36,47
78219,PERSON,26,41
78220,FAC,5,13
78220,PERSON,26,41
78221,CARDINAL,24,27
78222,PERSON,23,39
78223,ORG,14,23
78224,FAC,9,17
78224,PERSON,30,41
78225,GPE,7,15
78225,PERSON,43,53
78226,ORG,9,24
78226,PRODUCT,31,43
78227,WORK_OF_ART,29,49
78228,PRODUCT,56,68
78228,DATE,72,85
78228,PERSON,89,104
78233,ORG,24,26
78234,PERSON,9,21
78234,PERSON,30,42
78235,PERSON,39,53
78236,PERSON,10,21
78237,PERSON,8,22
78238,NORP,45,53
78239,DATE,48,52
78239,DATE,75,79
78240,ORG,49,52
78241,DATE,68,85
78242,ORG,30,33
78242,DATE,64,68
78243,CARDINAL,8,11
78243,NORP,21,28
78244,DATE,3,7
78245,DATE,25,29
78246,DATE,51,55
78247,DATE,63,67
78248,ORDINAL,24,29
78249,PERSON,13,27
78250,LOC,30,48
78251,LOC,9,30
78252,DATE,3,12
78253,DATE,25,29
78254,DATE,3,7
78254,PERSON,17,31
78255,GPE,20,25
78255,LOC,41,59
78256,NORP,9,19
78257,DATE,3,12
78257,PERSON,17,31
78257,NORP,41,47
78258,NORP,24,31
78260,NORP,20,27
78261,GPE,35,41
78262,PERSON,10,23
78262,NORP,38,45
78263,PERSON,9,23
78263,GPE,37,43
78268,ORG,49,61
78269,ORG,65,77
78270,DATE,71,75
78271,ORG,74,86
78272,ORG,29,81
78273,DATE,25,29
78275,ORG,30,45
78277,ORG,58,88
78277,DATE,92,96
78279,ORDINAL,24,29
78279,NORP,30,41
78280,ORG,40,51
78281,WORK_OF_ART,44,61
78283,ORDINAL,13,18
78283,LOC,19,26
78284,LOC,63,70
78285,ORDINAL,13,18
78285,PERSON,19,31
78285,ORG,44,70
78286,PERSON,14,25
78286,ORG,41,69
78288,ORG,66,78
78289,WORK_OF_ART,39,51
78290,WORK_OF_ART,8,20
78291,ORG,3,15
78291,GPE,47,64
78292,ORG,49,52
78293,PERSON,15,24
78293,ORG,32,47
78294,PERSON,24,43
78295,ORG,50,94
78296,ORG,8,43
78300,ORG,24,34
78301,DATE,30,34
78302,PERSON,44,57
78303,PERSON,37,51
78304,NORP,30,35
78305,DATE,7,11
78305,PERSON,23,37
78308,WORK_OF_ART,48,64
78309,PERSON,28,39
78313,CARDINAL,8,11
78313,WORK_OF_ART,25,44
78313,DATE,57,61
78314,ORG,9,15
78314,ORG,21,41
78315,ORG,17,24
78315,ORG,60,77
78316,NORP,12,17
78317,PERSON,5,9
78317,ORG,22,44
78318,DATE,6,22
78319,NORP,23,32
78320,NORP,5,12
78320,ORG,28,50
78321,DATE,61,77
78322,NORP,16,21
78322,ORG,31,53
78323,NORP,36,42
78323,FAC,50,73
78324,NORP,31,40
78325,ORG,23,28
78326,GPE,28,47
78327,CARDINAL,9,12
78327,ORG,24,43
78328,ORG,12,31
78329,ORG,33,38
78332,FAC,23,32
78332,LOC,78,93
78334,NORP,15,24
78334,DATE,34,38
78335,PERSON,10,14
78336,DATE,7,22
78337,LOC,48,63
78338,PRODUCT,12,24
78339,ORG,0,17
78340,CARDINAL,5,8
78340,DATE,36,51
78341,NORP,32,41
78341,LOC,67,82
78343,LOC,56,71
78344,PRODUCT,12,24
78345,PRODUCT,12,27
78347,ORG,23,42
78349,NORP,12,21
78350,PERSON,9,16
78351,ORG,29,48
78355,ORG,51,56
78356,ORG,20,35
78357,ORG,30,37
78358,PERSON,8,15
78359,ORG,40,47
78362,PERSON,17,34
78363,GPE,17,24
78364,ORG,8,15
78365,GPE,20,27
78366,PERSON,23,30
78368,GPE,17,24
78369,GPE,17,24
78369,GPE,47,52
78369,GPE,54,60
78370,ORG,8,15
78371,PERSON,10,29
78371,PERSON,34,55
78371,ORG,74,81
78372,DATE,30,43
78373,GPE,14,21
78373,GPE,37,44
78374,GPE,19,26
